                           ,,,,,,,,,,,,,,
,Date,Unit,Buying Price VND,Selling Price VND,Quantity Sold,Location Market,Region,Egg Type,Feed Cost VND,Buyer Type,Weather Condition,Event Impact,Source,Notes
,2025-12-04,per_egg,,4.700,,Aeon HCM,South Vietnam,N/A,,household,,,https://aeoneshop.com/products/category/230/trung,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,3.200,,Mega market,South Vietnam,caged,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,3.000,,Mega market,South Vietnam,caged,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,4.200,,Mega market,South Vietnam,N/A,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,5.500,,Mega market,South Vietnam,N/A,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,4.500,,"the website is updated on a daily basis

Average price for 6 eggs",South Vietnam,N/A,,household,,,https://www.bachhoaxanh.com/tim-kiem?key=tr%E1%BB%A9ng%20g%C3%A0,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,3.400,,Bach Hoa Xanh,South Vietnam,caged,,household,,,https://www.bachhoaxanh.com/tim-kiem?key=tr%E1%BB%A9ng%20g%C3%A0,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,3.600,,Thuc pham nhanh,South Vietnam,N/A,,household,,,https://thucphamnhanh.com/?product_cat=&s=tr%E1%BB%A9ng+&post_type=product,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,3.500,,Thuc pham nhanh,South Vietnam,N/A,,household,,,https://thucphamnhanh.com/?product_cat=&s=tr%E1%BB%A9ng+&post_type=product,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,4.600,,Thuc pham nhanh,South Vietnam,duck,,household,,,https://thucphamnhanh.com/?product_cat=&s=tr%E1%BB%A9ng+&post_type=product,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,3.900,,Thuc pham nhanh,South Vietnam,duck,,household,,,https://thucphamnhanh.com/?product_cat=&s=tr%E1%BB%A9ng+&post_type=product,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,3.800,,Thuc pham nhanh,South Vietnam,caged,,household,,,https://thucphamnhanh.com/?product_cat=&s=tr%E1%BB%A9ng+&post_type=product,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,4.300,,Thuc pham nhanh,South Vietnam,caged,,household,,,https://thucphamnhanh.com/?product_cat=&s=tr%E1%BB%A9ng+&post_type=product,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.900,,market in Ha Noi,North Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.600,,market in An Giang,South Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.700,,market in Ho Chi Minh ,South Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.800,,market in Tay Ninh,South Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.700,,market in Dak Lak,Central Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.800,,market in Quang Ngai,Central Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.900,,market in Nghe An,Central Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.600,,market in Lam Dong ,Central Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.700,,market in Dong Nai,South Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.900,,market in Ninh Binh,North Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,1.900,,market in Ha Nam,North Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.100,,market in Ha Noi,North Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,1.700,,market in Ha Noi,North Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,1.900,,market in Hung Yen,North Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.100,,market in Nam Dinh,North Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,1.600,,market in Nam Dinh,North Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,1.800,,market in Thai Binh,North Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,1.800,,market in Tuyen Quang,North Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.100,,market in Vinh Phuc,North Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,1.700,,market in Vinh Phuc,North Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.000,,market in Ben Tre,South Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.400,,market in Can Tho,South Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.400,,market in Dong Nai,South Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,1.900,,market in Dong Nai,South Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.000,,market in Hau Giang,South Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.000,,market in Binh Dinh,Central Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.000,,market in Binh Dinh,Central Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,1.700,,market in Lam Dong ,Central Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.100,,market in Nghe An,Central Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,1.700,,market in Quang Binh,Central Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,1.900,,market in Quang Nam,Central Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,1.900,,market in Quang Ngai,Central Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,2.100,,market in Thanh Hoa,Central Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,1.600,,market in Thanh Hoa,Central Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,1.900,,market in Thua Thien Hue,Central Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,4.000,,market in HCM,South Vietnam,N/A,,household,,,https://nguoichannuoi.vn/gia-trung-tang-manh-thit-heo-nhap-nhom/,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,3.400,,market in HCM,South Vietnam,N/A,,household,,,https://nguoichannuoi.vn/gia-trung-tang-manh-thit-heo-nhap-nhom/,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,3.800,,market in HCM,South Vietnam,N/A,,household,,,https://nguoichannuoi.vn/gia-trung-tang-manh-thit-heo-nhap-nhom/,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,3.400,,market in Ho Hoc Lam,South Vietnam,caged,,household,,,https://nguoichannuoi.vn/gia-trung-tang-manh-thit-heo-nhap-nhom/,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,3.600,,market in Ho Hoc Lam,South Vietnam,caged,,household,,,https://nguoichannuoi.vn/gia-trung-tang-manh-thit-heo-nhap-nhom/,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,3.600,,market in Ho Hoc Lam,South Vietnam,duck,,household,,,https://nguoichannuoi.vn/gia-trung-tang-manh-thit-heo-nhap-nhom/,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,3.800,,market in Ho Hoc Lam,South Vietnam,duck,,household,,,https://nguoichannuoi.vn/gia-trung-tang-manh-thit-heo-nhap-nhom/,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,3.800,,market V.Food,South Vietnam,N/A,,household,,,https://nguoichannuoi.vn/gia-trung-tang-manh-thit-heo-nhap-nhom/,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,4.400,,market V.Food,South Vietnam,N/A,,household,,,https://nguoichannuoi.vn/gia-trung-tang-manh-thit-heo-nhap-nhom/,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,4.500,,market V.Food,South Vietnam,N/A,,household,,,https://nguoichannuoi.vn/gia-trung-tang-manh-thit-heo-nhap-nhom/,"the website is updated on a daily basis

"
,2025-12-08,per_egg,,3.500,,market V.Food,South Vietnam,N/A,,household,,,https://nguoichannuoi.vn/gia-trung-tang-manh-thit-heo-nhap-nhom/,"the website is updated on a daily basis

"
,2025-12-09,per_egg,,3.850,,Mega market,South Vietnam,caged,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-09,per_egg,,5.700,,Mega market,South Vietnam,N/A,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-09,per_egg,,5.400,,"the website is updated on a daily basis

Average price for 6 eggs",South Vietnam,N/A,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-09,per_egg,,5.000,,Mega market,South Vietnam,caged,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-09,per_egg,,4.200,,"the website is updated on a daily basis

Average price for 6 eggs",South Vietnam,caged,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-09,per_egg,,3.100,,Aeon HCM,South Vietnam,N/A,,household,,,https://aeoneshop.com/products/category/230/trung,"the website is updated on a daily basis

"
,2025-12-09,per_egg,,4.900,,Aeon HCM,South Vietnam,free_range,,household,,,https://aeoneshop.com/products/category/230/trung,"the website is updated on a daily basis

"
,2025-12-09,per_egg,,6.500,,Aeon HCM,South Vietnam,duck,,household,,,https://aeoneshop.com/products/category/230/trung,"the website is updated on a daily basis

"
,2025-12-09,per_egg,,3.400,,Bach Hoa Xanh,South Vietnam,caged,,household,,,https://www.bachhoaxanh.com/tim-kiem?key=tr%E1%BB%A9ng%20g%C3%A0,"the website is updated on a daily basis

"
,2025-12-09,per_egg,,3.400,,Bach Hoa Xanh,South Vietnam,duck,,household,,,https://www.bachhoaxanh.com/tim-kiem?key=tr%E1%BB%A9ng%20g%C3%A0,"the website is updated on a daily basis

"
,2025-12-09,per_egg,,3.200,,Bach Hoa Xanh,South Vietnam,caged,,household,,,https://www.bachhoaxanh.com/tim-kiem?key=tr%E1%BB%A9ng%20g%C3%A0,"the website is updated on a daily basis

"
,2025-12-09,per_egg,,3.800,,Bach Hoa Xanh,South Vietnam,duck,,household,,,https://www.bachhoaxanh.com/tim-kiem?key=tr%E1%BB%A9ng%20g%C3%A0,"the website is updated on a daily basis

"
,2025-12-09,per_egg,,4.700,,Winmart HCM,South Vietnam,N/A,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-09,per_egg,,5.300,,Winmart HCM,South Vietnam,N/A,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-09,per_egg,,3.400,,Winmart HCM,South Vietnam,caged,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-09,per_egg,,5.600,,Winmart HCM,South Vietnam,free_range,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-09,per_egg,,5.900,,Winmart HCM,South Vietnam,free_range,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-09,per_egg,,5.700,,Winmart HCM,South Vietnam,N/A,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,7.800,,Winmart,South Vietnam,free_range,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,3.700,,Winmart,South Vietnam,caged,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,4.700,,Winmart,South Vietnam,caged,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,3.450,,Winmart,South Vietnam,caged,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,5.350,,Winmart,South Vietnam,caged,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,5.650,,Winmart,South Vietnam,caged,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,5.940,,Winmart,South Vietnam,caged,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,4.500,,Winmart,South Vietnam,caged,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,6.010,,Winmart,South Vietnam,free_range,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,6.500,,Winmart,South Vietnam,free_range,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,5.700,,Winmart,South Vietnam,caged,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,6.300,,Winmart,South Vietnam,caged,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,5.900,,Winmart,South Vietnam,N/A,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,5.500,,Winmart,South Vietnam,caged,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,3.290,,Mega market,South Vietnam,caged,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,3.200,,Mega market,South Vietnam,caged,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,3.000,,Mega market,South Vietnam,caged,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,3.460,,Mega market,South Vietnam,caged,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,3.850,,Mega market,South Vietnam,caged,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-12,per_egg,,4.200,,Mega market,South Vietnam,caged,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,1.900,,market in Ha Nam,North Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.100,,market in Ha Noi ,North Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,1.700,,market in Ha Noi,North Vietnam,caged,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,1.900,,market in Hung Yen,North Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.100,,market in Nam Dinh,North Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,1.600,,market in Nam Dinh,North Vietnam,caged,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,1.800,,market in Thai Binh,North Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,1.800,,market in Tuyen Quang,North Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.100,,market in Vinh Phuc,North Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,1.700,,market in Vinh Phuc,North Vietnam,caged,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.000,,market in Ben Tre,South Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.400,,market in Can Tho,South Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.400,,market in Dong Nai,South Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,1.900,,North Vietnam,South Vietnam,caged,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.000,,market in Hau Giang,South Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.000,,market in Binh Dinh,Central Vietnam,caged,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.000,,market in Binh Dinh,Central Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,1.700,,market in Lam Dong ,Central Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.100,,market in Nghe An,Central Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,1.700,,market in Quang Binh,Central Vietnam,caged,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,1.900,,market in Quang Nam,Central Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,1.900,,market in Quang Ngai,Central Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.100,,market in Thanh Hoa,Central Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,1.600,,market in Thanh Hoa,Central Vietnam,caged,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,1.900,,market in Thua Thien Hue,Central Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.800,,market in Quang Trị,Central Vietnam,duck,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.600,,market in Can Tho,South Vietnam,duck,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.700,,market in Dong Thap,South Vietnam,duck,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.800,,market in Tay Ninh,South Vietnam,duck,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.900,,market in Gia Lai,Central Vietnam,duck,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.600,,market in Vinh Long,Central Vietnam,duck,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.700,,market in Ho Chi Minh ,South Vietnam,duck,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.900,,market in Hung Yen,North Vietnam,duck,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.900,,market in Ninh Binh,North Vietnam,duck,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.900,,market in Phu Tho,North Vietnam,duck,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,2.800,,market in Da Nang,Central Vietnam,duck,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,3.000,,Mega market,South Vietnam,caged,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,3.850,,Mega market,South Vietnam,caged,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,4.200,,Mega market,South Vietnam,caged,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,5.400,,Mega market,South Vietnam,caged,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-14,per_egg,,5.700,,Mega market,South Vietnam,caged,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-16,per_egg,,3.600,,Thuc pham nhanh in HCM,South Vietnam,N/A,,household,,,https://thucphamnhanh.com/?product_cat=&s=tr%E1%BB%A9ng&post_type=product,"the website is updated on a daily basis

"
,2025-12-16,per_egg,,3.700,,Thuc pham nhanh in HCM,South Vietnam,N/A,,household,,,https://thucphamnhanh.com/?product_cat=&s=tr%E1%BB%A9ng&post_type=product,"the website is updated on a daily basis

"
,2025-12-16,per_egg,,3.650,,Thuc pham nhanh in HCM,South Vietnam,N/A,,household,,,https://thucphamnhanh.com/?product_cat=&s=tr%E1%BB%A9ng&post_type=product,"the website is updated on a daily basis

"
,2025-12-16,per_egg,,3.550,,Thuc pham nhanh in HCM,South Vietnam,N/A,,household,,,https://thucphamnhanh.com/?product_cat=&s=tr%E1%BB%A9ng&post_type=product,"the website is updated on a daily basis

"
,2025-12-16,per_egg,,3.567,,Thuc pham nhanh in HCM,South Vietnam,N/A,,household,,,https://thucphamnhanh.com/?product_cat=&s=tr%E1%BB%A9ng&post_type=product,"the website is updated on a daily basis

"
,2025-12-16,per_egg,,3.700,,Thuc pham nhanh in HCM,South Vietnam,N/A,,household,,,https://thucphamnhanh.com/?product_cat=&s=tr%E1%BB%A9ng&post_type=product,"the website is updated on a daily basis

"
,2025-12-16,per_egg,,4.650,,Thuc pham nhanh in HCM,South Vietnam,duck,,household,,,https://thucphamnhanh.com/?product_cat=&s=tr%E1%BB%A9ng&post_type=product,"the website is updated on a daily basis

"
,2025-12-16,per_egg,,4.400,,Thuc pham nhanh in HCM,South Vietnam,N/A,,household,,,https://thucphamnhanh.com/?product_cat=&s=tr%E1%BB%A9ng&post_type=product,"the website is updated on a daily basis

"
,2025-12-16,per_egg,,3.600,,Kamereo in Binh Duong,North Vietnam,N/A,,household,,,https://kamereo.vn/market?q=tr%E1%BB%A9ng%20g%C3%A0,"the website is updated on a daily basis

"
,2025-12-16,per_egg,,3.450,,Kamereo in Binh Duong,North Vietnam,N/A,,household,,,https://kamereo.vn/market?q=tr%E1%BB%A9ng%20g%C3%A0,"the website is updated on a daily basis

"
,2025-12-16,per_egg,,3.500,,Kamereo in Binh Duong,North Vietnam,N/A,,household,,,https://kamereo.vn/market?q=tr%E1%BB%A9ng%20g%C3%A0,"the website is updated on a daily basis

"
,2025-12-16,per_egg,,3.400,,Kamereo in Binh Duong,North Vietnam,N/A,,household,,,https://kamereo.vn/market?q=tr%E1%BB%A9ng%20g%C3%A0,"the website is updated on a daily basis

"
,2025-12-16,per_egg,,3.550,,Kamereo in Binh Duong,North Vietnam,free_range,,household,,,https://kamereo.vn/market?q=tr%E1%BB%A9ng%20g%C3%A0,"the website is updated on a daily basis

"
,2025-12-16,per_egg,,3.650,,Kamereo in Binh Duong,North Vietnam,free_range,,household,,,https://kamereo.vn/market?q=tr%E1%BB%A9ng%20g%C3%A0,"the website is updated on a daily basis

"
